Captions,Label,Cleaned_Captions
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.
",1,goal arsenal henry v liverpool henry score simple shot yard pas bergkamp give arsenal goal margin min
"You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
",0,youve already got flaky parent itsnot supposed child job support parentnot theyre ride age anyway im supposed support ive hurt unintentional hurt nonetheless
"We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
",0,took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow
"Just dropped em off, omw back now
",0,dropped em omw back
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
",1,nd time tried contact u u pound prize claim easy call p per min btnationalrate
"Sitting in mu waiting for everyone to get out of my suite so I can take a shower
",0,sitting mu waiting everyone get suite take shower
"Re your call; You didn't see my facebook huh?
",0,call didnt see facebook huh
"G says you never answer your texts, confirm/deny
",0,g say never answer text confirmdeny
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.
",0,common hearin r u wat r u ur day let ask u something different u smile today gud evng
"Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
",0,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
"Oh yah... We never cancel leh... Haha 
",0,oh yah never cancel leh haha
"We can go 4 e normal pilates after our intro...  
",0,go e normal pilate intro
"Ok... Let u noe when i leave my house.
",0,ok let u noe leave house
"Oh yes, why is it like torture watching england?
",0,oh yes like torture watching england
"Wanna do some art?! :D
",0,wan na art
"Just hopeing that wasnt too pissed up to remember and has gone off to his sisters or something!
",0,hopeing wasnt pissed remember gone sister something
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!
",1,got take take part wrc rally oz u lucozade energy text rally le p see pack lucozadecoukwrc itcould u
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service
",1,hi sexychat girl waiting text text great night chatting send stop stop service
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?
",0,good morning boytoy hows yummy lip wheres sexy bun think crave need
"Match started.india  &lt;#&gt;  for 2
",0,match startedindia ltgt
"Once free call me sir.
",0,free call sir
"Hey do you want anything to buy:)
",0,hey want anything buy
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?
",0,hey babe hows going ever figure going new year
"K..k.:)congratulation ..
",0,kkcongratulation
"G wants to know where the fuck you are
",0,g want know fuck
"No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
",0,cancelled yeah baby well sound important understand darlin give ring later fone love kate x
"Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
",0,tomarrow want got court ltdecimalgt come bus stand
"Ü go home liao? Ask dad to pick me up at 6...
",0,go home liao ask dad pick
"Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
",0,omg make wedding chapel frontierville get good stuff
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...
",0,im eatin lor goin back work soon e mountain deer show huh watch b liao nice
"Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
",0,check maili mailed varma kept copy regarding membershiptake careinsha allah
"Wrong phone! This phone! I answer this one but assume the other is people i don't well
",0,wrong phone phone answer one assume people dont well
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill
",0,anyway dont think secure anything lem know want drive south chill
"I'm already back home so no probably not
",0,im already back home probably
"Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
",1,great news call freefone claim guaranteed cash gift speak live operator
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...
",1,hi amy sending free phone number couple day give access adult party
"I am in bus on the way to calicut
",0,bus way calicut
"Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
",0,hi probably much fun get message thought id txt u co im bored james farting night
"hi baby im sat on the bloody bus at the mo and i wont be home until about 7:3Not Scam wanna do somethin later? call me later ortxt back jess xx
",0,hi baby im sat bloody bus mo wont home scam wan na somethin later call later ortxt back jess xx
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.
",1,welcome select service added benefit call specially trained advisor free mobile dialling
"I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
",0,lost pound since doc visit last week woot woot im gon na celebrate stuffing face
"U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
",0,u coming back dinner rite dad ask confirm wif u
"Doing my masters. When will you buy a bb cos i have for sale and how's bf
",0,master buy bb co sale hows bf
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.
",0,ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anything comedy night guess im
"I'm vivek:)i got call from your number.
",0,im viveki got call number
"Why didn't u call on your lunch?
",0,didnt u call lunch
"What i mean was i left too early to check, cos i'm working a 9-6.
",0,mean left early check co im working
"I want  &lt;#&gt;  rs da:)do you have it?
",0,want ltgt r dado
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND
",0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
"Yup ok...
",0,yup ok
"I want to see your pretty pussy...
",0,want see pretty pussy
"Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
",1,dear voucher holder next meal u use following link pc enjoy dining experience
"A few people are at the game, I'm at the mall with iouri and kaila
",0,people game im mall iouri kaila
"URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
",1,urgent trying contact u today draw show prize guaranteed call land line claim valid hr
"You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
",1,donate unicef asian tsunami disaster support fund texting donate added next bill
"Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
",0,future planned tomorrow result today best present enjoy future
"I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
",0,cme want go ho morow wil cme got dear didnt say time
"We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
",0,supposed meet discus abt trip thought xuhui told afternoon thought go lesson
"Hey come online! Use msn... We are all there
",0,hey come online use msn
"I'm fine. Hope you are good. Do take care.
",0,im fine hope good take care
"Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
",0,oops shower u called hey parking garage collapsed university hospital see im crazy stuff like happen
"Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
",0,aiyo u poor thing u dun wan eat u bathe already
"Yar... I tot u knew dis would happen long ago already.
",0,yar tot u knew dis would happen long ago already
"You are gorgeous! keep those pix cumming :) thank you!
",0,gorgeous keep pix cumming thank
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""
",0,boy late home father power frndship
"JADE ITS PAUL. Y DIDN?T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
",0,jade paul didnt u txt u remember barmed want talk u txt
"Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
",0,spending new year brother family let plan meet next week ready spoiled
"So what u doing today?
",0,u today
"I said its okay. Sorry
",0,said okay sorry
"Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
",0,slept thinkthis time ltgt pm dangerous
"Networking job is there.
",0,networking job
"goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
",1,goldviking inviting friend reply yes see stop send stop frnd
